"MDS1","MDS2","MDS3","Sample_ID","site_sp","species"
-0.02580147401651764,-0.1177153853758592,0.179833632818011,"DS_site032_Microhyla fissipes","DS_site032_Microhyla fissipes","Microhyla_fissipes"
0.04790458405929143,-0.13177846092593948,0.07325884560919581,"DS_site032_Bufo gargarizans","DS_site032_Bufo gargarizans","Bufo_gargarizans"
0.050406500839205996,-0.14446845744510192,0.09877310698854357,"DS_site032_Lithobates catesbeianus","DS_site032_Lithobates catesbeianus","Lithobates_catesbeianus"
0.048616775721046536,-0.13138435559026423,0.09488540461294445,"DS_site037_Rana zhenhaiensis","DS_site037_Rana zhenhaiensis","Rana_zhenhaiensis"
0.040396785502175854,-0.12697746176176805,0.10675686820830468,"DS_site037_Bufo gargarizans","DS_site037_Bufo gargarizans","Bufo_gargarizans"
0.027411242072830837,-0.1104824331772409,0.1357532587901724,"DS_site037_Fejervarya multistriata","DS_site037_Fejervarya multistriata","Fejervarya_multistriata"
0.0694958421610104,-0.11905686423901224,0.006571983348650156,"DS_site019_Fejervarya multistriata","DS_site019_Fejervarya multistriata","Fejervarya_multistriata"
0.0924439120332031,-0.11518037881973779,0.029762203752323555,"DS_site019_Bufo gargarizans","DS_site019_Bufo gargarizans","Bufo_gargarizans"
0.057188588495247564,-0.094664344051743,0.07763579061758143,"DS_site031_Fejervarya multistriata","DS_site031_Fejervarya multistriata","Fejervarya_multistriata"
0.06855752738375497,-0.10249402936700197,0.006821550542368171,"DS_site031_Bufo gargarizans","DS_site031_Bufo gargarizans","Bufo_gargarizans"
0.06665536182337942,-0.13209145286935392,0.09227890721640103,"DS_site031_Lithobates catesbeianus","DS_site031_Lithobates catesbeianus","Lithobates_catesbeianus"
0.10075999886269192,-0.08637814123705279,0.009382442433484748,"DS_site024_Microhyla fissipes","DS_site024_Microhyla fissipes","Microhyla_fissipes"
0.09352034143740721,-0.09934006814248916,0.011866830570368156,"DS_site024_Fejervarya multistriata","DS_site024_Fejervarya multistriata","Fejervarya_multistriata"
0.06319708062980019,-0.13686106092829065,0.10581163295187153,"DS_site024_Bufo gargarizans","DS_site024_Bufo gargarizans","Bufo_gargarizans"
0.041933079086309076,-0.054724535252246874,0.013688046752263176,"ZJJ_site165_Fejervarya multistriata","ZJJ_site165_Fejervarya multistriata","Fejervarya_multistriata"
0.046960787585868254,-0.07310094606304166,0.043905505517735914,"ZJJ_site165_Bufo gargarizans","ZJJ_site165_Bufo gargarizans","Bufo_gargarizans"
0.07070666805474285,-0.12446832058975536,0.03774436095250018,"ZJJ_site165_Hylarana latouchii","ZJJ_site165_Hylarana latouchii","Hylarana_latouchii"
0.09801337300468803,-0.00858580347731197,0.024790724065083137,"ZJJ_site165_Microhyla fissipes","ZJJ_site165_Microhyla fissipes","Microhyla_fissipes"
0.013998806520949942,-0.0930965510354148,-0.019723954634785875,"XS_site129_Fejervarya multistriata","XS_site129_Fejervarya multistriata","Fejervarya_multistriata"
0.06597395704408902,-0.14627875476521068,0.07633604682455805,"XS_site129_Bufo gargarizans","XS_site129_Bufo gargarizans","Bufo_gargarizans"
-0.07676418792618253,-0.05295442287904722,-0.18606836417376232,"XS_site130_Fejervarya multistriata","XS_site130_Fejervarya multistriata","Fejervarya_multistriata"
0.15001341392721584,-0.055016601304477684,-0.13738178280809338,"XS_site130_Microhyla fissipes","XS_site130_Microhyla fissipes","Microhyla_fissipes"
4.628437480519583e-4,-0.04588851858473234,0.12694813966431265,"ZSM_site151_Fejervarya multistriata","ZSM_site151_Fejervarya multistriata","Fejervarya_multistriata"
-0.03370115436146048,-0.015120144496711736,0.14658084961926043,"ZSM_site151_Bufo gargarizans","ZSM_site151_Bufo gargarizans","Bufo_gargarizans"
-0.021201658814040878,0.038108814957658894,0.043361040627773746,"ZSM_site151_Microhyla fissipes","ZSM_site151_Microhyla fissipes","Microhyla_fissipes"
0.11591229098262427,0.14926605859739947,0.0359482385195,"ZSM_site144_Polypedates megacephalus","ZSM_site144_Polypedates megacephalus","Polypedates_megacephalus"
0.0773317944948961,-0.08300283828320187,0.09592628098222149,"ZSM_site144_Fejervarya multistriata","ZSM_site144_Fejervarya multistriata","Fejervarya_multistriata"
0.09952118669894133,0.13294086641628547,0.032893652544400874,"ZSM_site144_Lithobates catesbeianus","ZSM_site144_Lithobates catesbeianus","Lithobates_catesbeianus"
0.12012508413939896,0.1459445139000844,0.05387801909718261,"ZSM_site144_Rana zhenhaiensis","ZSM_site144_Rana zhenhaiensis","Rana_zhenhaiensis"
0.08846736252825341,0.13592755742811755,0.04242266343018793,"ZSM_site149_Fejervarya multistriata","ZSM_site149_Fejervarya multistriata","Fejervarya_multistriata"
0.10197302907345081,0.1499781190965077,0.06155306086539806,"ZSM_site149_Polypedates megacephalus","ZSM_site149_Polypedates megacephalus","Polypedates_megacephalus"
0.11740801412496471,0.14955003822618387,0.03200494775380521,"ZSM_site149_Pelophylax nigromaculatus","ZSM_site149_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
0.11785907528369964,0.1428818120029759,0.06716152409393462,"ZSM_site149_Lithobates catesbeianus","ZSM_site149_Lithobates catesbeianus","Lithobates_catesbeianus"
0.08904429905133487,0.09678878480569382,0.06262541570064548,"ZSM_site150_Fejervarya multistriata","ZSM_site150_Fejervarya multistriata","Fejervarya_multistriata"
0.07546993011784578,0.14457813801251854,0.03683067678973396,"ZSM_site150_Bufo gargarizans","ZSM_site150_Bufo gargarizans","Bufo_gargarizans"
0.11966053803218922,0.13438807135722886,0.14628985466684627,"ZSM_site150_Polypedates megacephalus","ZSM_site150_Polypedates megacephalus","Polypedates_megacephalus"
0.07353305225057757,0.2081784317071037,-0.0480575414989152,"ZJJ_site164_Rana zhenhaiensis","ZJJ_site164_Rana zhenhaiensis","Rana_zhenhaiensis"
0.055888917644827583,0.07761866226513318,0.03421453617297459,"ZJJ_site164_Fejervarya multistriata","ZJJ_site164_Fejervarya multistriata","Fejervarya_multistriata"
0.06642545150268318,0.009578329173529762,0.00905893546779752,"ZJJ_site164_Bufo gargarizans","ZJJ_site164_Bufo gargarizans","Bufo_gargarizans"
0.08362634051679944,0.1433870835781467,0.10169005511380926,"ZJJ_site164_Pelophylax nigromaculatus","ZJJ_site164_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
0.07760021221344303,0.16628493498187802,-0.011016057533691068,"ZJJ_site164_Hyla chinensis","ZJJ_site164_Hyla chinensis","Hyla_chinensis"
-0.05873780228057926,0.30821839703499676,-0.16304131653728676,"LH_site069_Rana zhenhaiensis","LH_site069_Rana zhenhaiensis","Rana_zhenhaiensis"
0.13015496054679185,0.15876284653594722,-0.09439164075648657,"LH_site069_Fejervarya multistriata","LH_site069_Fejervarya multistriata","Fejervarya_multistriata"
0.13531322947898822,0.0654096961769904,-0.08995071936985391,"LH_site069_Microhyla fissipes","LH_site069_Microhyla fissipes","Microhyla_fissipes"
0.07252773848921346,0.14573463034028433,0.015985077789322157,"LH_site071_Pelophylax nigromaculatus","LH_site071_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
0.05876168999863276,0.028804647554948763,0.11578310381459427,"LH_site071_Fejervarya multistriata","LH_site071_Fejervarya multistriata","Fejervarya_multistriata"
-0.058554909417616485,-0.04155822011768958,0.13374705409236098,"LH_site071_Lithobates catesbeianus","LH_site071_Lithobates catesbeianus","Lithobates_catesbeianus"
0.11272447851577373,0.0854238331092388,0.02690095668940395,"LH_site063_Microhyla fissipes","LH_site063_Microhyla fissipes","Microhyla_fissipes"
0.07338912834290567,0.13878478393137256,0.13978606016323747,"LH_site063_Rana zhenhaiensis","LH_site063_Rana zhenhaiensis","Rana_zhenhaiensis"
0.0447763142364947,-0.08807704696525931,0.06773726636265015,"YS_site137_Rana zhenhaiensis","YS_site137_Rana zhenhaiensis","Rana_zhenhaiensis"
-0.011267643099765311,-0.23096121941313075,-0.34209180381567356,"YS_site137_Fejervarya multistriata","YS_site137_Fejervarya multistriata","Fejervarya_multistriata"
0.038228153915470596,-0.15683183720601077,0.08639008008095575,"XZ_site118_Fejervarya multistriata","XZ_site118_Fejervarya multistriata","Fejervarya_multistriata"
0.41477386447211906,-0.1267898332989843,-0.42072542730440393,"XZ_site118_Pelophylax nigromaculatus","XZ_site118_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
0.10154875916735882,0.0820028466231099,-0.05968612536850724,"XCT_site127_Bufo gargarizans","XCT_site127_Bufo gargarizans","Bufo_gargarizans"
0.06462938790109522,-0.08310414094669558,0.07065234025207132,"XCT_site127_Rana zhenhaiensis","XCT_site127_Rana zhenhaiensis","Rana_zhenhaiensis"
0.11319701744020422,0.07186060386611764,0.0037910226484709603,"QS_site097_Bufo gargarizans","QS_site097_Bufo gargarizans","Bufo_gargarizans"
0.046891089798660246,0.030551785245129304,0.03693486958959643,"QS_site097_Fejervarya multistriata","QS_site097_Fejervarya multistriata","Fejervarya_multistriata"
0.07162120689331107,-0.018913000242149324,0.04954151708832412,"QS_site097_Rana zhenhaiensis","QS_site097_Rana zhenhaiensis","Rana_zhenhaiensis"
0.07785214500434373,0.02024749679814803,0.003938443885040951,"QS_site101_Bufo gargarizans","QS_site101_Bufo gargarizans","Bufo_gargarizans"
0.0666114515346868,-0.041607017328220426,0.10078943628916925,"QS_site101_Rana zhenhaiensis","QS_site101_Rana zhenhaiensis","Rana_zhenhaiensis"
0.1273883689549469,0.18936020146424476,-0.031352891903529495,"QS_site101_Fejervarya multistriata","QS_site101_Fejervarya multistriata","Fejervarya_multistriata"
0.059079360060648754,0.07309617200712508,0.015631051271945112,"DYS_site014_Fejervarya multistriata","DYS_site014_Fejervarya multistriata","Fejervarya_multistriata"
0.0833548830483828,0.026604903761495217,0.054210146417698765,"DYS_site014_Bufo gargarizans","DYS_site014_Bufo gargarizans","Bufo_gargarizans"
0.09261898944186686,0.11118196198476743,0.0079922583247618,"JP_site056_Fejervarya multistriata","JP_site056_Fejervarya multistriata","Fejervarya_multistriata"
0.08986450306309464,0.10993254465588626,0.015589240540280162,"JP_site056_Bufo gargarizans","JP_site056_Bufo gargarizans","Bufo_gargarizans"
0.08959159521671319,-0.09370257128914283,-0.047309758546058574,"JP_site056_Rana zhenhaiensis","JP_site056_Rana zhenhaiensis","Rana_zhenhaiensis"
0.11791819723535181,0.15485988074151066,0.023944708676691753,"SJ_site106_Fejervarya multistriata","SJ_site106_Fejervarya multistriata","Fejervarya_multistriata"
0.06130292076732511,-0.017977236372693287,0.06335570084476645,"SJ_site106_Bufo gargarizans","SJ_site106_Bufo gargarizans","Bufo_gargarizans"
0.06803315009017011,-0.0254518601891769,-0.022259070457390766,"ZJJ_site167_Bufo gargarizans","ZJJ_site167_Bufo gargarizans","Bufo_gargarizans"
0.05864596939110989,0.025243362399527947,-0.011338881800562748,"ZJJ_site167_Fejervarya multistriata","ZJJ_site167_Fejervarya multistriata","Fejervarya_multistriata"
0.08068377152758648,0.0984658437813425,-0.060602128411514807,"SS_site103_Fejervarya multistriata","SS_site103_Fejervarya multistriata","Fejervarya_multistriata"
0.21625988562862186,-0.09327294226620253,-0.09572622128881471,"SS_site103_Bufo gargarizans","SS_site103_Bufo gargarizans","Bufo_gargarizans"
0.01652196903932904,0.02574598657400985,-0.22066976666973998,"SS_site104_Fejervarya multistriata","SS_site104_Fejervarya multistriata","Fejervarya_multistriata"
-0.14880824907235374,0.12531419669319716,-0.04627193924717972,"SS_site104_Bufo gargarizans","SS_site104_Bufo gargarizans","Bufo_gargarizans"
-0.2048392645306519,-0.08665847975424114,0.1468061802475418,"SS_site104_Rana zhenhaiensis","SS_site104_Rana zhenhaiensis","Rana_zhenhaiensis"
0.06940213172024338,0.12046746686424332,-0.13819964614346786,"GQ_site054_Bufo gargarizans","GQ_site054_Bufo gargarizans","Bufo_gargarizans"
-0.04029765263964913,0.1267071024394326,-0.02622273603033746,"GQ_site054_Fejervarya multistriata","GQ_site054_Fejervarya multistriata","Fejervarya_multistriata"
0.03884013966548054,0.1285926568708258,-0.06999206135813146,"LJZ_site077_Fejervarya multistriata","LJZ_site077_Fejervarya multistriata","Fejervarya_multistriata"
-0.0037823536053621276,0.18656173736961687,-0.08375585565327738,"LJZ_site077_Pelophylax plancyi","LJZ_site077_Pelophylax plancyi","Pelophylax_plancyi"
-0.037687866872219644,-0.008957374335511267,-0.2022582932804427,"LJZ_site077_Bufo gargarizans","LJZ_site077_Bufo gargarizans","Bufo_gargarizans"
0.08281535658794029,-0.11474854562619627,0.0028915449626265425,"JT_site060_Bufo gargarizans","JT_site060_Bufo gargarizans","Bufo_gargarizans"
-0.0181046764775714,-0.056926046218434834,0.014228422503217868,"JT_site060_Rana zhenhaiensis","JT_site060_Rana zhenhaiensis","Rana_zhenhaiensis"
0.09114051148323034,0.07341368816184086,-0.1967732952788173,"JT_site060_Pelophylax plancyi","JT_site060_Pelophylax plancyi","Pelophylax_plancyi"
0.1912352117984031,-0.06783566692472943,-0.1309181298971078,"JT_site060_Fejervarya multistriata","JT_site060_Fejervarya multistriata","Fejervarya_multistriata"
0.09107137920564086,-0.14031487913772883,0.12762439936867034,"JT_site060_Pelophylax nigromaculatus","JT_site060_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
8.54817128195568e-4,0.06754797998359413,-0.2057246806598429,"JT_site058_Rana zhenhaiensis","JT_site058_Rana zhenhaiensis","Rana_zhenhaiensis"
-0.11015980984857403,0.1507380185940228,-0.16779120495589617,"JT_site058_Fejervarya multistriata","JT_site058_Fejervarya multistriata","Fejervarya_multistriata"
0.1921506669080016,0.19676121917987707,-0.04137670148458801,"JT_site058_Pelophylax nigromaculatus","JT_site058_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
0.13066596894275917,0.07210409955390114,-0.04104553342108711,"JT_site058_Bufo gargarizans","JT_site058_Bufo gargarizans","Bufo_gargarizans"
-0.057039790585979334,0.1997695597137685,0.050769688674143165,"CZ_site142_Rana zhenhaiensis","CZ_site142_Rana zhenhaiensis","Rana_zhenhaiensis"
0.06278307219933649,0.12611006953130496,-0.03242732532771476,"CZ_site142_Fejervarya multistriata","CZ_site142_Fejervarya multistriata","Fejervarya_multistriata"
-0.05205795533644068,0.0802064622046936,0.23671500133646958,"CZ_site142_Bufo gargarizans","CZ_site142_Bufo gargarizans","Bufo_gargarizans"
0.12136447575476733,-0.07366732223570059,-0.16231673486577594,"CZ_site142_Pelophylax nigromaculatus","CZ_site142_Pelophylax nigromaculatus","Pelophylax_nigromaculatus"
